ID_Pedido,Data_Pedido,Data_Entrega_Prevista,Data_Entrega_Real,ID_Fornecedor,Nome_Fornecedor,Categoria_Produto,Produto,Qtd,Preco_Unitario_Negociado,Preco_Tabela,Status_Entrega
PO-11965,2023-03-04,2023-03-09,2023-03-08,107,Componentes BR,Matéria-Prima,Polímero Granulado,266,11.39,12.23,Entregue
PO-11966,2023-04-29,2023-05-07,2023-05-06,103,Eletrônicos Tech,Componentes,Parafuso Inox,179,364.09,363.22,Entregue
PO-11967,2023-01-13,2023-01-20,2023-01-20,105,Química Inovadora,Componentes,Sensor Óptico,200,300.2,343.19,Entregue
PO-11968,2023-11-29,2023-12-16,2023-12-15,106,Transportes & Log,Embalagem,Caixa Papelão G,237,270.03,288.53,Entregue
PO-11969,2023-11-13,2023-11-24,2023-12-04,101,Metalúrgica AçoForte,Matéria-Prima,Chapa de Alumínio,298,191.19,219.97,Entregue
PO-11970,2023-01-20,2023-01-30,2023-01-28,102,Plásticos do Sul,Componentes,Placa de Circuito,478,315.05,339.96,Entregue
PO-11971,2023-08-21,2023-08-28,2023-08-25,105,Química Inovadora,Componentes,Placa de Circuito,117,38.2,41.22,Entregue
PO-11972,2023-12-11,2023-12-25,2023-12-24,101,Metalúrgica AçoForte,Componentes,Sensor Óptico,303,294.13,327.29,Entregue
PO-11973,2023-12-11,2023-12-19,2023-12-18,104,Global Embalagens,Embalagem,Filme Stretch,190,418.67,412.9,Entregue
PO-11974,2023-11-01,2023-11-14,2023-11-14,105,Química Inovadora,MRO,Luvas de Proteção,206,336.57,388.16,Entregue
PO-11975,2023-12-26,2024-01-04,2024-01-03,105,Química Inovadora,Matéria-Prima,Polímero Granulado,446,288.98,297.4,Entregue
PO-11976,2023-05-31,2023-06-14,2023-06-12,102,Plásticos do Sul,Embalagem,Caixa Papelão G,496,30.4,33.51,Entregue
PO-11977,2023-03-01,2023-03-10,2023-03-09,107,Componentes BR,Embalagem,Pallet Padrão,93,263.21,278.94,Entregue
PO-11978,2023-06-21,2023-07-05,2023-07-03,106,Transportes & Log,Matéria-Prima,Chapa de Alumínio,493,439.66,424.59,Entregue
PO-11979,2023-10-19,2023-11-08,2023-11-22,104,Global Embalagens,Componentes,Sensor Óptico,422,64.63,62.06,Entregue
PO-11980,2023-11-21,2023-12-01,2023-12-01,106,Transportes & Log,Matéria-Prima,Bobina de Aço,392,375.95,428.89,Entregue
PO-11981,2023-01-21,2023-01-27,2023-02-10,105,Química Inovadora,Matéria-Prima,Polímero Granulado,194,307.96,342.45,Entregue
PO-11982,2023-12-09,2023-12-26,2023-12-23,105,Química Inovadora,Embalagem,Caixa Papelão G,455,377.72,373.67,Entregue
PO-11983,2023-02-02,2023-02-16,2023-02-13,105,Química Inovadora,Matéria-Prima,Bobina de Aço,114,304.2,314.9,Entregue
PO-11984,2023-01-05,2023-01-25,2023-01-24,104,Global Embalagens,Componentes,Parafuso Inox,249,425.45,499.33,Entregue
PO-11985,2023-05-30,2023-06-10,2023-06-10,108,Importadora Oriente,Embalagem,Pallet Padrão,267,16.9,16.11,Entregue
PO-11986,2023-04-25,2023-05-01,2023-05-07,107,Componentes BR,Matéria-Prima,Bobina de Aço,76,260.9,277.95,Entregue
PO-11987,2023-01-09,2023-01-29,2023-01-28,104,Global Embalagens,Componentes,Sensor Óptico,347,187.76,188.86,Entregue
PO-11988,2023-02-27,2023-03-06,2023-03-07,104,Global Embalagens,MRO,Luvas de Proteção,114,425.7,446.11,Entregue
PO-11989,2023-02-05,2023-02-23,2023-02-25,108,Importadora Oriente,Matéria-Prima,Chapa de Alumínio,56,175.63,170.93,Entregue
PO-11990,2023-03-07,2023-03-25,2023-03-24,106,Transportes & Log,Componentes,Microchip X1,236,154.37,150.86,Entregue
PO-11991,2023-08-21,2023-09-10,2023-09-10,106,Transportes & Log,Matéria-Prima,Chapa de Alumínio,388,243.99,278.45,Entregue
PO-11992,2023-06-29,2023-07-07,2023-07-04,103,Eletrônicos Tech,Componentes,Microchip X1,432,393.09,449.99,Entregue
PO-11993,2023-02-27,2023-03-15,2023-03-14,104,Global Embalagens,Componentes,Placa de Circuito,135,197.4,218.8,Entregue
PO-11994,2023-06-15,2023-07-03,2023-06-30,102,Plásticos do Sul,Matéria-Prima,Resina Epóxi,307,379.13,367.99,Entregue
PO-11995,2023-02-06,2023-02-15,2023-02-12,104,Global Embalagens,Componentes,Microchip X1,487,471.81,468.22,Entregue
PO-11996,2023-06-20,2023-07-06,2023-07-06,101,Metalúrgica AçoForte,Embalagem,Pallet Padrão,162,340.18,382.18,Entregue
PO-11997,2023-10-12,2023-10-30,2023-10-28,106,Transportes & Log,MRO,Luvas de Proteção,454,387.74,413.06,Entregue
PO-11998,2023-10-29,2023-11-12,2023-11-17,104,Global Embalagens,Componentes,Microchip X1,46,362.91,360.68,Entregue
PO-11999,2023-02-12,2023-02-22,2023-02-19,104,Global Embalagens,Componentes,Parafuso Inox,267,207.56,231.04,Entregue
PO-12000,2023-12-06,2023-12-23,2023-12-23,102,Plásticos do Sul,MRO,Ferramentas de Corte,300,184.28,189.17,Entregue
PO-12001,2023-11-17,2023-12-07,2023-12-19,101,Metalúrgica AçoForte,Componentes,Parafuso Inox,78,298.6,292.36,Entregue
PO-12002,2023-01-08,2023-01-22,2023-01-21,102,Plásticos do Sul,MRO,Óleo Lubrificante,140,77.08,82.87,Entregue
PO-12003,2023-03-25,2023-03-30,2023-03-29,106,Transportes & Log,Componentes,Parafuso Inox,328,129.96,148.41,Entregue
PO-12004,2023-04-12,2023-04-23,2023-04-23,106,Transportes & Log,Embalagem,Filme Stretch,245,55.42,61.33,Entregue
PO-12005,2023-03-25,2023-04-07,2023-04-07,102,Plásticos do Sul,MRO,Ferramentas de Corte,303,112.85,124.19,Entregue
PO-12006,2023-07-24,2023-07-31,2023-07-30,106,Transportes & Log,Embalagem,Filme Stretch,293,235.21,269.52,Entregue
PO-12007,2023-08-26,2023-09-10,2023-09-08,107,Componentes BR,Embalagem,Pallet Padrão,281,164.85,188.99,Entregue
PO-12008,2023-08-05,2023-08-20,2023-08-19,105,Química Inovadora,Embalagem,Caixa Papelão G,41,369.62,352.03,Entregue
PO-12009,2023-09-27,2023-10-11,2023-10-11,107,Componentes BR,Matéria-Prima,Resina Epóxi,480,364.05,381.8,Entregue
PO-12010,2023-04-23,2023-04-30,2023-05-10,103,Eletrônicos Tech,Componentes,Sensor Óptico,372,77.52,79.95,Entregue
PO-12011,2023-01-14,2023-01-24,2023-01-21,106,Transportes & Log,MRO,Ferramentas de Corte,414,275.93,278.16,Entregue
PO-12012,2023-06-15,2023-06-30,2023-06-29,102,Plásticos do Sul,Matéria-Prima,Resina Epóxi,284,277.82,320.63,Entregue
PO-12013,2023-11-24,2023-12-01,2023-11-30,106,Transportes & Log,MRO,Luvas de Proteção,269,277.32,311.63,Entregue
PO-12014,2023-12-25,2024-01-11,2024-01-09,105,Química Inovadora,MRO,Luvas de Proteção,418,10.49,10.64,Entregue
PO-12015,2023-11-12,2023-11-26,2023-11-23,105,Química Inovadora,Matéria-Prima,Chapa de Alumínio,275,295.51,310.48,Entregue
PO-12016,2023-12-15,2023-12-29,2024-01-09,107,Componentes BR,MRO,Ferramentas de Corte,97,15.3,16.84,Entregue
PO-12017,2023-03-22,2023-04-11,2023-04-09,103,Eletrônicos Tech,Matéria-Prima,Bobina de Aço,399,16.87,17.27,Entregue
PO-12018,2023-12-26,2024-01-09,2024-01-08,101,Metalúrgica AçoForte,Componentes,Sensor Óptico,281,357.55,370.39,Entregue
PO-12019,2023-01-16,2023-01-26,2023-01-24,101,Metalúrgica AçoForte,MRO,Óleo Lubrificante,121,362.71,367.66,Entregue
PO-12020,2023-03-13,2023-03-31,2023-03-28,104,Global Embalagens,Componentes,Sensor Óptico,451,414.95,448.12,Entregue
PO-12021,2023-08-11,2023-08-18,2023-08-18,102,Plásticos do Sul,MRO,Luvas de Proteção,227,31.33,32.97,Entregue
PO-12022,2023-04-19,2023-04-24,2023-04-21,103,Eletrônicos Tech,MRO,Ferramentas de Corte,184,430.87,448.14,Entregue
PO-12023,2023-11-03,2023-11-09,2023-11-09,105,Química Inovadora,MRO,Ferramentas de Corte,247,445.21,471.03,Entregue
PO-12024,2023-10-17,2023-10-29,2023-10-28,105,Química Inovadora,Componentes,Microchip X1,307,130.24,129.14,Entregue
PO-12025,2023-03-25,2023-04-10,2023-04-08,104,Global Embalagens,Embalagem,Pallet Padrão,373,363.33,371.28,Entregue
PO-12026,2023-07-05,2023-07-11,2023-07-11,102,Plásticos do Sul,MRO,Luvas de Proteção,90,239.22,271.99,Entregue
PO-12027,2023-10-23,2023-11-08,2023-11-08,106,Transportes & Log,MRO,Luvas de Proteção,414,166.14,176.04,Entregue
PO-12028,2023-03-03,2023-03-17,2023-03-17,107,Componentes BR,Matéria-Prima,Polímero Granulado,403,432.23,437.0,Entregue
PO-12029,2023-08-21,2023-09-05,2023-09-04,105,Química Inovadora,MRO,Óleo Lubrificante,463,332.0,351.4,Entregue
PO-12030,2023-10-17,2023-10-26,2023-10-25,104,Global Embalagens,MRO,Luvas de Proteção,74,11.98,13.09,Entregue
PO-12031,2023-03-17,2023-04-06,2023-04-15,101,Metalúrgica AçoForte,Embalagem,Pallet Padrão,215,12.16,14.14,Entregue
PO-12032,2023-06-15,2023-07-05,2023-07-02,107,Componentes BR,Componentes,Microchip X1,430,380.4,364.86,Entregue
PO-12033,2023-02-15,2023-03-01,,106,Transportes & Log,Componentes,Placa de Circuito,113,272.46,295.47,Pendente
PO-12034,2023-06-03,2023-06-09,2023-06-07,103,Eletrônicos Tech,Embalagem,Filme Stretch,60,161.78,178.25,Entregue
PO-12035,2023-06-03,2023-06-23,2023-06-23,103,Eletrônicos Tech,MRO,Luvas de Proteção,132,444.07,447.59,Entregue
PO-12036,2023-06-07,2023-06-22,2023-06-19,104,Global Embalagens,Matéria-Prima,Polímero Granulado,288,158.18,161.82,Entregue
PO-12037,2023-01-19,2023-02-06,2023-02-09,103,Eletrônicos Tech,MRO,Luvas de Proteção,188,55.74,62.95,Entregue
PO-12038,2023-10-10,2023-10-26,2023-10-24,106,Transportes & Log,Embalagem,Pallet Padrão,217,428.6,487.03,Entregue
PO-12039,2023-01-07,2023-01-15,2023-01-12,101,Metalúrgica AçoForte,Embalagem,Filme Stretch,233,442.53,489.11,Entregue
PO-12040,2023-06-18,2023-07-01,2023-06-30,106,Transportes & Log,Componentes,Microchip X1,115,110.41,111.22,Entregue
PO-12041,2023-12-31,2024-01-10,2024-01-13,103,Eletrônicos Tech,Matéria-Prima,Bobina de Aço,284,115.52,113.82,Entregue
PO-12042,2023-05-12,2023-05-21,2023-05-20,108,Importadora Oriente,Matéria-Prima,Chapa de Alumínio,144,210.79,217.08,Entregue
PO-12043,2023-01-17,2023-01-28,2023-01-26,103,Eletrônicos Tech,MRO,Luvas de Proteção,24,362.69,354.17,Entregue
PO-12044,2023-11-18,2023-12-05,2023-12-02,104,Global Embalagens,Componentes,Microchip X1,59,233.29,234.06,Entregue
PO-12045,2023-10-22,2023-10-27,2023-10-27,102,Plásticos do Sul,MRO,Luvas de Proteção,438,155.88,162.76,Entregue
PO-12046,2023-10-22,2023-10-31,2023-10-30,102,Plásticos do Sul,Embalagem,Caixa Papelão G,419,395.42,383.4,Entregue
PO-12047,2023-01-18,2023-01-27,2023-01-25,102,Plásticos do Sul,Matéria-Prima,Chapa de Alumínio,493,429.26,441.71,Entregue
PO-12048,2023-05-31,2023-06-14,2023-06-14,108,Importadora Oriente,Componentes,Parafuso Inox,289,91.04,88.53,Entregue
PO-12049,2023-07-08,2023-07-20,2023-07-18,105,Química Inovadora,Matéria-Prima,Bobina de Aço,315,388.72,418.74,Entregue
PO-12050,2023-12-03,2023-12-08,2023-12-06,101,Metalúrgica AçoForte,MRO,Óleo Lubrificante,369,293.54,280.54,Entregue
PO-12051,2023-05-28,2023-06-11,2023-06-13,105,Química Inovadora,MRO,Luvas de Proteção,429,189.64,189.86,Entregue
PO-12052,2023-12-16,2023-12-28,2023-12-26,106,Transportes & Log,Matéria-Prima,Resina Epóxi,137,372.68,415.25,Entregue
PO-12053,2023-07-23,2023-08-10,2023-08-18,104,Global Embalagens,Matéria-Prima,Chapa de Alumínio,369,278.51,289.88,Entregue
PO-12054,2023-01-12,2023-01-25,2023-01-25,108,Importadora Oriente,MRO,Ferramentas de Corte,313,434.85,457.1,Entregue
PO-12055,2023-05-13,2023-05-29,2023-05-28,108,Importadora Oriente,Matéria-Prima,Resina Epóxi,231,221.67,214.48,Entregue
PO-12056,2023-11-15,2023-11-25,2023-11-23,101,Metalúrgica AçoForte,Matéria-Prima,Polímero Granulado,422,367.07,416.62,Entregue
PO-12057,2023-07-10,2023-07-19,2023-07-28,101,Metalúrgica AçoForte,Embalagem,Caixa Papelão G,209,23.01,26.87,Entregue
PO-12058,2023-05-24,2023-06-12,2023-06-11,102,Plásticos do Sul,Componentes,Parafuso Inox,346,408.09,433.26,Entregue
PO-12059,2023-01-26,2023-02-02,2023-02-05,105,Química Inovadora,MRO,Luvas de Proteção,247,100.9,96.82,Devolvido
PO-12060,2023-06-27,2023-07-13,2023-07-12,108,Importadora Oriente,Matéria-Prima,Resina Epóxi,461,316.61,356.27,Entregue
PO-12061,2023-10-15,2023-10-28,2023-10-28,105,Química Inovadora,MRO,Luvas de Proteção,340,419.47,421.32,Entregue
PO-12062,2023-08-09,2023-08-25,2023-08-23,104,Global Embalagens,Embalagem,Pallet Padrão,280,295.69,322.17,Entregue
PO-12063,2023-04-13,2023-04-30,2023-04-27,107,Componentes BR,Componentes,Parafuso Inox,443,299.58,285.36,Entregue
PO-12064,2023-03-15,2023-04-03,2023-04-01,103,Eletrônicos Tech,MRO,Luvas de Proteção,365,195.76,202.3,Entregue
PO-12065,2023-10-07,2023-10-18,2023-10-18,104,Global Embalagens,Matéria-Prima,Bobina de Aço,332,247.54,268.79,Entregue
PO-12066,2023-12-12,2023-12-18,2023-12-18,103,Eletrônicos Tech,Embalagem,Caixa Papelão G,159,304.34,308.28,Entregue
PO-12067,2023-11-19,2023-11-30,2023-11-29,101,Metalúrgica AçoForte,Matéria-Prima,Polímero Granulado,442,232.44,247.8,Entregue
PO-12068,2023-04-12,2023-04-26,2023-04-23,102,Plásticos do Sul,Matéria-Prima,Polímero Granulado,257,365.6,415.6,Entregue
PO-12069,2023-08-25,2023-08-31,2023-08-28,105,Química Inovadora,Embalagem,Caixa Papelão G,404,221.75,254.34,Entregue
PO-12070,2023-02-24,2023-03-08,2023-03-07,101,Metalúrgica AçoForte,Embalagem,Pallet Padrão,259,12.03,13.62,Entregue
PO-12071,2023-09-07,2023-09-27,2023-09-26,107,Componentes BR,Componentes,Parafuso Inox,106,421.61,450.26,Entregue
PO-12072,2023-03-08,2023-03-13,2023-03-18,104,Global Embalagens,Matéria-Prima,Chapa de Alumínio,13,113.46,123.09,Entregue
PO-12073,2023-04-02,2023-04-17,2023-04-14,107,Componentes BR,MRO,Óleo Lubrificante,355,392.52,399.27,Entregue
PO-12074,2023-02-26,2023-03-16,2023-03-13,101,Metalúrgica AçoForte,Matéria-Prima,Chapa de Alumínio,75,310.41,350.75,Entregue
PO-12075,2023-07-09,2023-07-14,2023-07-13,107,Componentes BR,Componentes,Sensor Óptico,375,430.11,444.9,Entregue
PO-12076,2023-07-01,2023-07-21,2023-07-19,106,Transportes & Log,Embalagem,Filme Stretch,355,114.87,111.11,Entregue
PO-12077,2023-06-06,2023-06-12,2023-06-27,102,Plásticos do Sul,Matéria-Prima,Chapa de Alumínio,234,463.57,475.42,Entregue
PO-12078,2023-05-19,2023-05-30,2023-05-30,105,Química Inovadora,Matéria-Prima,Polímero Granulado,34,58.44,59.46,Entregue
PO-12079,2023-05-25,2023-06-02,2023-05-31,101,Metalúrgica AçoForte,Componentes,Microchip X1,108,194.74,222.04,Entregue
PO-12080,2023-05-22,2023-06-02,2023-06-01,101,Metalúrgica AçoForte,Matéria-Prima,Resina Epóxi,123,307.26,296.81,Entregue
PO-12081,2023-04-19,2023-05-06,,105,Química Inovadora,Embalagem,Filme Stretch,21,256.25,285.28,Pendente
PO-12082,2023-06-26,2023-07-06,2023-07-03,108,Importadora Oriente,Embalagem,Caixa Papelão G,137,410.71,424.5,Entregue
PO-12083,2023-08-16,2023-08-21,2023-08-20,108,Importadora Oriente,Matéria-Prima,Bobina de Aço,67,19.32,20.19,Entregue
PO-12084,2023-07-14,2023-08-01,2023-07-29,103,Eletrônicos Tech,Embalagem,Filme Stretch,156,232.12,242.27,Entregue
PO-12085,2023-06-02,2023-06-13,2023-06-11,101,Metalúrgica AçoForte,MRO,Luvas de Proteção,385,58.73,65.26,Entregue
PO-12086,2023-11-17,2023-12-05,2023-12-02,106,Transportes & Log,Matéria-Prima,Polímero Granulado,405,375.73,403.35,Entregue
PO-12087,2023-10-06,2023-10-13,2023-10-13,101,Metalúrgica AçoForte,Embalagem,Pallet Padrão,354,378.72,420.83,Entregue
PO-12088,2023-01-15,2023-01-27,2023-02-03,103,Eletrônicos Tech,MRO,Luvas de Proteção,416,248.42,281.36,Entregue
PO-12089,2023-09-20,2023-10-02,2023-09-30,108,Importadora Oriente,Embalagem,Caixa Papelão G,337,250.68,243.11,Entregue
PO-12090,2023-10-02,2023-10-17,2023-10-17,104,Global Embalagens,Embalagem,Caixa Papelão G,111,407.66,436.73,Entregue
PO-12091,2023-06-15,2023-07-02,2023-07-04,103,Eletrônicos Tech,Embalagem,Pallet Padrão,475,144.03,157.63,Entregue
PO-12092,2023-04-08,2023-04-26,2023-04-26,103,Eletrônicos Tech,Componentes,Parafuso Inox,391,235.52,239.6,Entregue
PO-12093,2023-09-23,2023-10-02,2023-10-11,103,Eletrônicos Tech,Matéria-Prima,Bobina de Aço,16,259.55,295.71,Entregue
PO-12094,2023-06-24,2023-06-30,2023-06-29,106,Transportes & Log,Embalagem,Filme Stretch,349,312.94,338.98,Entregue
PO-12095,2023-01-29,2023-02-08,2023-02-05,103,Eletrônicos Tech,Matéria-Prima,Polímero Granulado,86,72.22,71.93,Entregue
PO-12096,2023-02-07,2023-02-21,2023-02-18,107,Componentes BR,Embalagem,Filme Stretch,359,45.06,46.67,Entregue
PO-12097,2023-11-01,2023-11-20,2023-11-18,108,Importadora Oriente,MRO,Ferramentas de Corte,360,323.69,354.96,Entregue
PO-12098,2023-09-27,2023-10-04,2023-10-01,107,Componentes BR,MRO,Óleo Lubrificante,209,318.05,307.36,Entregue
PO-12099,2023-06-16,2023-07-03,2023-07-09,104,Global Embalagens,Matéria-Prima,Polímero Granulado,386,336.06,330.72,Entregue
PO-12100,2023-12-09,2023-12-24,2023-12-23,107,Componentes BR,Embalagem,Pallet Padrão,228,36.57,38.33,Entregue
PO-12101,2023-06-20,2023-07-09,2023-07-09,104,Global Embalagens,Matéria-Prima,Resina Epóxi,300,408.92,438.98,Entregue
PO-12102,2023-08-16,2023-08-31,2023-08-28,105,Química Inovadora,Matéria-Prima,Polímero Granulado,467,309.12,327.0,Entregue
PO-12103,2023-05-17,2023-06-03,2023-06-01,107,Componentes BR,Embalagem,Filme Stretch,245,350.23,350.0,Entregue
PO-12104,2023-10-10,2023-10-22,2023-10-31,107,Componentes BR,Matéria-Prima,Chapa de Alumínio,360,121.5,128.13,Entregue
PO-12105,2023-09-22,2023-09-27,2023-09-25,104,Global Embalagens,Embalagem,Pallet Padrão,463,269.99,284.62,Entregue
PO-12106,2023-02-10,2023-02-26,2023-02-28,107,Componentes BR,Embalagem,Pallet Padrão,442,138.32,159.78,Devolvido
PO-12107,2023-10-01,2023-10-19,2023-10-21,104,Global Embalagens,Embalagem,Caixa Papelão G,270,318.3,320.33,Entregue
PO-12108,2023-03-16,2023-04-03,2023-04-04,106,Transportes & Log,Matéria-Prima,Chapa de Alumínio,260,128.64,150.63,Devolvido
PO-12109,2023-09-22,2023-10-12,2023-10-09,101,Metalúrgica AçoForte,MRO,Luvas de Proteção,241,281.63,294.11,Entregue
PO-12110,2023-11-13,2023-11-28,2023-11-30,106,Transportes & Log,Embalagem,Pallet Padrão,160,433.93,477.88,Devolvido
PO-12111,2023-02-18,2023-02-27,2023-03-03,101,Metalúrgica AçoForte,MRO,Luvas de Proteção,315,139.4,141.99,Entregue
PO-12112,2023-11-17,2023-11-27,2023-11-25,107,Componentes BR,Matéria-Prima,Polímero Granulado,475,416.68,403.74,Entregue
PO-12113,2023-04-17,2023-04-22,2023-04-20,101,Metalúrgica AçoForte,Matéria-Prima,Polímero Granulado,374,19.83,20.8,Entregue
PO-12114,2023-04-05,2023-04-15,2023-04-27,101,Metalúrgica AçoForte,Matéria-Prima,Chapa de Alumínio,193,311.54,298.74,Entregue
PO-12115,2023-03-17,2023-04-03,2023-04-16,102,Plásticos do Sul,MRO,Luvas de Proteção,216,73.72,74.54,Entregue
PO-12116,2023-03-22,2023-04-06,2023-04-11,101,Metalúrgica AçoForte,Embalagem,Filme Stretch,23,262.48,284.65,Devolvido
PO-12117,2023-10-10,2023-10-21,2023-10-28,107,Componentes BR,Componentes,Parafuso Inox,72,369.06,397.87,Entregue
PO-12118,2023-12-02,2023-12-07,2023-12-06,104,Global Embalagens,MRO,Ferramentas de Corte,333,238.78,272.41,Entregue
PO-12119,2023-04-09,2023-04-20,2023-04-17,105,Química Inovadora,Componentes,Microchip X1,264,95.17,100.77,Entregue
PO-12120,2023-06-24,2023-07-04,2023-07-03,104,Global Embalagens,Componentes,Sensor Óptico,265,48.2,54.17,Entregue
PO-12121,2023-08-23,2023-09-05,2023-09-05,105,Química Inovadora,Matéria-Prima,Resina Epóxi,488,9.92,10.34,Entregue
PO-12122,2023-09-09,2023-09-27,2023-09-29,107,Componentes BR,Componentes,Microchip X1,62,331.74,321.55,Entregue
PO-12123,2023-08-23,2023-09-04,2023-09-01,102,Plásticos do Sul,Matéria-Prima,Chapa de Alumínio,434,308.79,296.04,Entregue
PO-12124,2023-06-15,2023-06-27,2023-06-25,108,Importadora Oriente,Embalagem,Caixa Papelão G,460,109.83,119.15,Entregue
PO-12125,2023-11-12,2023-11-19,2023-12-01,103,Eletrônicos Tech,MRO,Ferramentas de Corte,325,373.74,422.75,Entregue
PO-12126,2023-07-09,2023-07-20,2023-07-17,104,Global Embalagens,MRO,Luvas de Proteção,446,95.18,100.78,Entregue
PO-12127,2023-01-01,2023-01-20,2023-01-19,103,Eletrônicos Tech,Matéria-Prima,Polímero Granulado,82,409.66,392.09,Entregue
PO-12128,2023-06-29,2023-07-13,2023-07-18,104,Global Embalagens,Componentes,Parafuso Inox,177,88.84,91.97,Entregue
PO-12129,2023-07-22,2023-08-11,2023-08-09,108,Importadora Oriente,Embalagem,Caixa Papelão G,126,413.73,401.02,Entregue
PO-12130,2023-05-22,2023-06-11,2023-06-08,104,Global Embalagens,Componentes,Parafuso Inox,49,500.95,489.36,Entregue
PO-12131,2023-04-05,2023-04-17,2023-04-14,106,Transportes & Log,Embalagem,Caixa Papelão G,178,398.58,466.33,Entregue
PO-12132,2023-07-05,2023-07-10,2023-07-19,101,Metalúrgica AçoForte,Componentes,Microchip X1,145,405.23,388.25,Entregue
PO-12133,2023-01-23,2023-01-29,2023-01-31,107,Componentes BR,MRO,Óleo Lubrificante,82,290.84,302.06,Entregue
PO-12134,2023-08-02,2023-08-12,2023-08-09,102,Plásticos do Sul,MRO,Ferramentas de Corte,202,198.73,214.62,Entregue
PO-12135,2023-12-25,2024-01-14,2024-01-11,101,Metalúrgica AçoForte,MRO,Óleo Lubrificante,218,32.32,35.72,Entregue
PO-12136,2023-04-23,2023-05-06,2023-05-04,103,Eletrônicos Tech,Embalagem,Filme Stretch,64,253.1,249.25,Entregue
PO-12137,2023-03-27,2023-04-09,2023-04-07,104,Global Embalagens,MRO,Óleo Lubrificante,469,298.62,334.02,Entregue
PO-12138,2023-03-09,2023-03-28,2023-03-27,104,Global Embalagens,Matéria-Prima,Chapa de Alumínio,74,361.84,415.46,Entregue
PO-12139,2023-09-15,2023-09-25,2023-09-25,102,Plásticos do Sul,MRO,Óleo Lubrificante,24,170.34,179.15,Entregue
PO-12140,2023-08-11,2023-08-25,2023-08-25,102,Plásticos do Sul,MRO,Ferramentas de Corte,56,164.27,172.48,Entregue
PO-12141,2023-11-30,2023-12-17,2023-12-17,101,Metalúrgica AçoForte,Embalagem,Caixa Papelão G,346,440.61,457.23,Entregue
PO-12142,2023-12-13,2023-12-30,2023-12-30,103,Eletrônicos Tech,MRO,Óleo Lubrificante,352,14.68,14.34,Entregue
PO-12143,2023-02-01,2023-02-15,2023-02-13,107,Componentes BR,MRO,Óleo Lubrificante,151,360.31,423.13,Entregue
PO-12144,2023-07-17,2023-07-27,2023-08-04,105,Química Inovadora,Embalagem,Caixa Papelão G,74,406.68,388.38,Entregue
PO-12145,2023-08-04,2023-08-15,2023-08-12,101,Metalúrgica AçoForte,Componentes,Parafuso Inox,55,198.85,219.71,Entregue
PO-12146,2023-10-10,2023-10-27,2023-10-31,103,Eletrônicos Tech,MRO,Óleo Lubrificante,438,191.1,209.84,Devolvido
PO-12147,2023-12-05,2023-12-23,2023-12-30,101,Metalúrgica AçoForte,Embalagem,Filme Stretch,74,336.36,348.64,Entregue
PO-12148,2023-08-26,2023-08-31,2023-09-04,107,Componentes BR,MRO,Luvas de Proteção,498,68.44,77.21,Devolvido
PO-12149,2023-09-06,2023-09-12,2023-09-12,107,Componentes BR,Matéria-Prima,Polímero Granulado,132,141.25,164.44,Entregue
PO-12150,2023-04-02,2023-04-19,2023-04-19,101,Metalúrgica AçoForte,MRO,Óleo Lubrificante,67,75.73,87.44,Entregue
PO-12151,2023-07-29,2023-08-15,2023-08-15,105,Química Inovadora,Matéria-Prima,Bobina de Aço,409,90.29,99.37,Entregue
PO-12152,2023-11-02,2023-11-19,2023-12-04,105,Química Inovadora,Componentes,Microchip X1,368,164.64,172.85,Entregue
PO-12153,2023-05-16,2023-05-31,2023-05-31,103,Eletrônicos Tech,Matéria-Prima,Polímero Granulado,16,110.73,110.82,Entregue
PO-12154,2023-11-12,2023-12-01,2023-12-01,105,Química Inovadora,Componentes,Microchip X1,235,88.42,90.82,Entregue
PO-12155,2023-09-19,2023-09-27,2023-09-24,106,Transportes & Log,Componentes,Microchip X1,251,126.86,127.05,Entregue
PO-12156,2023-09-20,2023-09-26,2023-09-25,107,Componentes BR,Embalagem,Filme Stretch,372,320.86,318.96,Entregue
PO-12157,2023-11-23,2023-12-08,2023-12-07,102,Plásticos do Sul,MRO,Luvas de Proteção,144,131.85,129.77,Entregue
PO-12158,2023-09-24,2023-10-02,2023-09-29,108,Importadora Oriente,MRO,Óleo Lubrificante,322,84.43,81.11,Entregue
PO-12159,2023-03-06,2023-03-13,2023-03-12,106,Transportes & Log,MRO,Luvas de Proteção,34,8.94,10.11,Entregue
PO-12160,2023-09-25,2023-10-10,,104,Global Embalagens,Embalagem,Pallet Padrão,339,378.35,404.28,Pendente
PO-12161,2023-09-08,2023-09-19,2023-09-16,101,Metalúrgica AçoForte,Embalagem,Filme Stretch,335,407.93,410.22,Entregue
PO-12162,2023-09-21,2023-10-07,2023-10-06,106,Transportes & Log,Matéria-Prima,Bobina de Aço,227,311.19,320.34,Entregue
PO-12163,2023-12-27,2024-01-05,2024-01-16,103,Eletrônicos Tech,MRO,Ferramentas de Corte,259,149.87,150.06,Entregue
PO-12164,2023-11-16,2023-11-25,2023-11-24,106,Transportes & Log,MRO,Luvas de Proteção,300,291.05,332.12,Entregue
PO-12165,2023-05-16,2023-05-24,2023-05-21,107,Componentes BR,Embalagem,Pallet Padrão,477,399.69,418.76,Entregue
PO-12166,2023-04-25,2023-05-01,2023-04-28,105,Química Inovadora,MRO,Óleo Lubrificante,267,367.07,355.3,Entregue
